setid,"Temperature, K","Mass ratio to solvent: 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CufPG,293.15,0.5,101,1086.4,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
CufPG,293.15,0.75,101,1112.3,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
CufPG,313.15,0.5,101,1076.8,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
CufPG,313.15,0.75,101,1104.1,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
CufPG,333.15,0.5,101,1076.6,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
CufPG,333.15,0.75,101,1103.3,Huang et al. (2013),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
