setid,"MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ADiZG,0,101,298.15,810.95,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.031,101,298.15,813.38,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.0498,101,298.15,814.74,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.0998,101,298.15,818.3,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.1416,101,298.15,821.21,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.1601,101,298.15,822.48,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.2018,101,298.15,825.31,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.2429,101,298.15,828.05,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.3259,101,298.15,833.47,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.4014,101,298.15,838.25,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.5037,101,298.15,844.52,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.6053,101,298.15,850.56,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
ADiZG,0.7002,101,298.15,856.02,Wang et al. (2015),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
