setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RyHBb,288.15,0,100,1099.7,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.1008,100,1097.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.2103,100,1094.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.2993,100,1092.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.4027,100,1089.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.5131,100,1087,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.6087,100,1084.7,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.7102,100,1082.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.8009,100,1079.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,0.9102,100,1077.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,288.15,1,100,1075,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0,100,1093.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.1008,100,1090.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.2103,100,1088.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.2993,100,1086.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.4027,100,1083.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.5131,100,1081.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.6087,100,1079.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.7102,100,1076.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.8009,100,1074.6,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,0.9102,100,1072.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,298.15,1,100,1070,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0,100,1086.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.1008,100,1084.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.2103,100,1082.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.2993,100,1080.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.4027,100,1077.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.5131,100,1075.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.6087,100,1073.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.7102,100,1070.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.8009,100,1068.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,0.9102,100,1066.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,308.15,1,100,1064.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0,100,1080.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.1008,100,1078.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.2103,100,1075.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.2993,100,1074,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.4027,100,1071.9,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.5131,100,1069.6,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.6087,100,1067.6,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.7102,100,1065.4,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.8009,100,1063.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,0.9102,100,1061.2,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
RyHBb,318.15,1,100,1059.4,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAULmj,OCCNCCO,diethanolamine,,,
