setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Iralg,288.15,101.325,0.574,1180.7,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,293.15,101.325,0.574,1177.5,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,298.15,101.325,0.574,1174.2,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,303.15,101.325,0.574,1171,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,308.15,101.325,0.574,1167.8,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,313.15,101.325,0.574,1164.6,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,318.15,101.325,0.574,1161.4,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,323.15,101.325,0.574,1158.2,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,328.15,101.325,0.574,1155,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,333.15,101.325,0.574,1151.8,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,338.15,101.325,0.574,1148.6,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,343.15,101.325,0.574,1145.4,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,348.15,101.325,0.574,1142.1,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,353.15,101.325,0.574,1138.9,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,358.15,101.325,0.574,1135.7,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,363.15,101.325,0.574,1132.5,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,368.15,101.325,0.574,1129.3,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
Iralg,373.15,101.325,0.574,1125.9,Parajo et al. (2023),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
