setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WNNgG,283.15,0.0052,101.3,1132.28,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.00719,101.3,1132.33,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.01061,101.3,1132.42,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.01957,101.3,1132.56,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.03046,101.3,1132.67,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.04015,101.3,1132.71,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.05702,101.3,1132.76,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.06295,101.3,1132.73,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.07552,101.3,1132.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,283.15,0.09753,101.3,1132.47,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.0052,101.3,1128.28,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.00719,101.3,1128.33,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.01061,101.3,1128.39,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.01957,101.3,1128.54,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.03046,101.3,1128.64,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.04015,101.3,1128.7,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.05702,101.3,1128.71,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.06295,101.3,1128.74,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.07552,101.3,1128.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,288.15,0.09753,101.3,1128.5,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.0052,101.3,1124.27,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.00719,101.3,1124.31,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.01061,101.3,1124.37,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.01957,101.3,1124.51,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.03046,101.3,1124.58,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.04015,101.3,1124.65,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.05702,101.3,1124.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.06295,101.3,1124.71,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.07552,101.3,1124.67,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,293.15,0.09753,101.3,1124.53,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.0052,101.3,1120.16,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.00719,101.3,1120.2,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.01061,101.3,1120.27,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.01957,101.3,1120.39,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.03046,101.3,1120.52,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.04015,101.3,1120.57,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.05702,101.3,1120.61,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.06295,101.3,1120.59,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.07552,101.3,1120.59,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,298.15,0.09753,101.3,1120.45,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.0052,101.3,1116.27,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.00719,101.3,1116.28,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.01061,101.3,1116.32,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.01957,101.3,1116.45,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.03046,101.3,1116.56,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.04015,101.3,1116.59,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.05702,101.3,1116.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.06295,101.3,1116.64,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.07552,101.3,1116.64,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,303.15,0.09753,101.3,1116.53,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.0052,101.3,1112.24,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.00719,101.3,1112.3,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.01061,101.3,1112.35,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.01957,101.3,1112.48,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.03046,101.3,1112.58,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.04015,101.3,1112.6,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.05702,101.3,1112.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.06295,101.3,1112.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.07552,101.3,1112.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,308.15,0.09753,101.3,1112.57,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.0052,101.3,1108.26,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.00719,101.3,1108.29,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.01061,101.3,1108.37,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.01957,101.3,1108.49,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.03046,101.3,1108.58,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.04015,101.3,1108.63,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.05702,101.3,1108.68,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.06295,101.3,1108.72,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.07552,101.3,1108.72,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
WNNgG,313.15,0.09753,101.3,1108.62,Vranes et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
