setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","MolaLity of L-serine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lzBfd,0,308.15,0.3,101.3,1006.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,308.15,0.395,101.3,1010.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,308.15,0.5,101.3,1015,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,308.15,0.595,101.3,1018.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0,101.3,993,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.099,101.3,997.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.2,101.3,1001.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.3,101.3,1006,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.395,101.3,1009.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.5,101.3,1014.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,310.15,0.595,101.3,1018.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0,101.3,989.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.099,101.3,994.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.2,101.3,998.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.3,101.3,1002.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.395,101.3,1006.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.5,101.3,1011,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0,318.15,0.595,101.3,1014.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0.1,101.3,1004,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0.202,101.3,1008.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0.3,101.3,1012.3,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0.402,101.3,1016.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,298.15,0.497,101.3,1020.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0,101.3,996.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0.1,101.3,1000.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0.202,101.3,1005.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0.3,101.3,1009.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0.402,101.3,1013.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,308.15,0.497,101.3,1017.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0,101.3,995.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0.1,101.3,1000.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0.202,101.3,1004.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0.3,101.3,1008.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0.402,101.3,1012.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,310.15,0.497,101.3,1016.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0,101.3,992.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0.1,101.3,997,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0.202,101.3,1001.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0.3,101.3,1005.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0.402,101.3,1009.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.0503,318.15,0.497,101.3,1013,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0,101.3,1001.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.101,101.3,1006.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.199,101.3,1010.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.299,101.3,1014.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.401,101.3,1019.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.501,101.3,1023.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,298.15,0.598,101.3,1027.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0,101.3,998.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.101,101.3,1003.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.199,101.3,1007.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.299,101.3,1011.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.401,101.3,1015.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.501,101.3,1019.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,308.15,0.598,101.3,1023.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0,101.3,998.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.101,101.3,1002.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.199,101.3,1006.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.299,101.3,1010.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.401,101.3,1015,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.501,101.3,1019,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,310.15,0.598,101.3,1022.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0,101.3,994.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.101,101.3,999.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.199,101.3,1003.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.299,101.3,1007.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.401,101.3,1011.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.501,101.3,1015.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.102,318.15,0.598,101.3,1019.7,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0,101.3,1006.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.1,101.3,1011.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.2,101.3,1015.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.303,101.3,1019.4,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.399,101.3,1023.3,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.5,101.3,1027.5,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,298.15,0.6,101.3,1031.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0,101.3,1003.6,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.1,101.3,1007.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.2,101.3,1011.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.303,101.3,1016.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.399,101.3,1019.9,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.5,101.3,1024.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,308.15,0.6,101.3,1028.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0,101.3,1002.8,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.1,101.3,1007,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.2,101.3,1011.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.303,101.3,1015.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.399,101.3,1019.1,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.5,101.3,1023.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lzBfd,0.2008,310.15,0.6,101.3,1027.2,Patyar and Kaur (2022),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
