setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PFGKk,298.15,0,101,864.5,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.0125,101,879.3,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.0416,101,912.1,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.1055,101,976.53,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.1219,101,991.51,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.2474,101,1089.1,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.3744,101,1164.2,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.4937,101,1219.9,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.7092,101,1296.4,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,0.9329,101,1353.8,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,298.15,1,101,1367.9,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0,101,853.5,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.0125,101,868.4,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.0416,101,901.4,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.1055,101,966.23,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.1219,101,981.31,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.2474,101,1079.6,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.3744,101,1155.1,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.4937,101,1211,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.7092,101,1287.7,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,0.9329,101,1345.3,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,308.15,1,101,1359.3,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
PFGKk,318.15,0,101,842.3,Kumar et al. (2008),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
