setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HYEEl,0.1025,318.15,101,896.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,293.15,101,995,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,298.15,101,991.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,303.15,101,987.4,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,308.15,101,983.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,313.15,101,979.8,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.2016,318.15,101,975.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,293.15,101,1055,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,298.15,101,1051.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,303.15,101,1047.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,308.15,101,1043.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,313.15,101,1040.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.3106,318.15,101,1036.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,293.15,101,1093.4,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,298.15,101,1089.8,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,303.15,101,1086.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,308.15,101,1082.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,313.15,101,1079.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.4058,318.15,101,1075.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,293.15,101,1124.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,298.15,101,1121.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,303.15,101,1117.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,308.15,101,1114.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,313.15,101,1110.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.5057,318.15,101,1107.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,293.15,101,1147.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,298.15,101,1144.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,303.15,101,1141,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,308.15,101,1137.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,313.15,101,1134.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.6005,318.15,101,1130.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,293.15,101,1166.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,298.15,101,1163.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,303.15,101,1159.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,308.15,101,1156.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,313.15,101,1152.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.69,318.15,101,1149.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,293.15,101,1182.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,298.15,101,1179.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,303.15,101,1175.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,308.15,101,1172.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,313.15,101,1169,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.7834,318.15,101,1165.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,293.15,101,1196.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,298.15,101,1193.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,303.15,101,1189.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,308.15,101,1186.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,313.15,101,1183.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.8815,318.15,101,1180,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,293.15,101,1203.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,298.15,101,1200.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,303.15,101,1196.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,308.15,101,1193.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,313.15,101,1190.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
HYEEl,0.9368,318.15,101,1187,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
