setid,Mole fraction of nonane,Mole fraction of toluene,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FWNbg,0.002,0.097,298.15,1220.2,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane
FWNbg,0.002,0.192,298.15,1202.5,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane
FWNbg,0.004,0.147,298.15,1210.7,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane
