setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
srecj,0.203,308.15,100,962.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.203,313.15,100,958.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.361,298.15,100,1057.5,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.361,303.15,100,1053.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.361,308.15,100,1049.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.361,313.15,100,1045.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.4129,298.15,100,1078.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.4129,303.15,100,1074.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.4129,308.15,100,1070.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.4129,313.15,100,1066.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.5141,298.15,100,1113.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.5141,303.15,100,1109.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.5141,308.15,100,1105.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.5141,313.15,100,1102,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.6347,298.15,100,1145.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.6347,303.15,100,1142.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.6347,308.15,100,1138.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.6347,313.15,100,1135,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.7157,298.15,100,1163.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.7157,303.15,100,1160.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.7157,308.15,100,1156.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.7157,313.15,100,1153.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.8202,298.15,100,1183.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.8202,303.15,100,1180.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.8202,308.15,100,1176.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.8202,313.15,100,1173.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.907,298.15,100,1198.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.907,303.15,100,1194.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.907,308.15,100,1191.5,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,0.907,313.15,100,1188.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,1,298.15,100,1212.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,1,303.15,100,1208.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,1,308.15,100,1205.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
srecj,1,313.15,100,1202,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAKeXb,CCC#N,propanenitrile,,,
