setid,"Temperature, K",Mole fraction of tributylethylphosphonium diethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iayUb,303.15,0.5175,101,1009,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,303.15,0.6063,101,1007.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,303.15,0.6943,101,1007.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,303.15,0.7959,101,1006.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,303.15,0.9,101,1005.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,303.15,1,101,1005.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0,101,994.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.007,101,1001.4,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0141,101,1007.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0208,101,1012.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.028,101,1015.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.035,101,1017,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0392,101,1017.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.048,101,1018.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0564,101,1018.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.068,101,1018.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0794,101,1018.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.0905,101,1017.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.1023,101,1017,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.1174,101,1016.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.2038,101,1012.4,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.3024,101,1009.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.3979,101,1007.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.5175,101,1005.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.6063,101,1004.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.6943,101,1003.7,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.7959,101,1002.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,0.9,101,1002.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,308.15,1,101,1001.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0,101,992.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.007,101,999.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0141,101,1005.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0208,101,1009.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.028,101,1011.7,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.035,101,1013.4,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0392,101,1013.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.048,101,1014.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0564,101,1014.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.068,101,1014.7,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0794,101,1014.4,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.0905,101,1013.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.1023,101,1013.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.1174,101,1012.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.2038,101,1008.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.3024,101,1005.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.3979,101,1003.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.5175,101,1002,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.6063,101,1001,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.6943,101,1000.3,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.7959,101,999.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,0.9,101,999,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,313.15,1,101,998.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0,101,990.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.007,101,996.7,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0141,101,1002.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0208,101,1005.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.028,101,1008.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.035,101,1009.7,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0392,101,1010.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.048,101,1010.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0564,101,1011.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.068,101,1010.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0794,101,1010.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.0905,101,1010,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.1023,101,1009.5,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.1174,101,1008.8,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.2038,101,1005.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.3024,101,1002.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.3979,101,1000.2,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.5175,101,998.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.6063,101,997.6,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.6943,101,996.9,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
iayUb,318.15,0.7959,101,996.1,Krolikowska and Zawadzki (2018),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,AADYJk,O,water,,,
