setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DCkvq,243.2,4.97e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,5,AAJMQK,CCF,fluoroethane
DCkvq,263.2,5.26e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,5,AAJMQK,CCF,fluoroethane
DCkvq,293.7,5.97e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,5,AAJMQK,CCF,fluoroethane
DCkvq,324.6,7.36e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,5,AAJMQK,CCF,fluoroethane
DCkvq,338.6,8.17e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,5,AAJMQK,CCF,fluoroethane
