setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FGdVC,298.15,0.8363,101,1379.1,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,298.15,0.9135,101,1386.7,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,298.15,1,101,1394.5,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0,101,777,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.0495,101,951.1,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.1886,101,1167.3,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.3407,101,1263,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.4932,101,1313.8,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.6076,101,1338,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.637,101,1343,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.801,101,1366.1,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.8363,101,1370.3,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,0.9135,101,1377.9,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
FGdVC,308.15,1,101,1385.7,Geppert-Rybczynska et al. (2014),Density,Liquid,AAGIBL,CO,methanol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
