setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iNCVl,288.15,0.0307,100,1449.7,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.0567,100,1448.3,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.0889,100,1446.5,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.1204,100,1444.6,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.1534,100,1442.5,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.1857,100,1440.2,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,288.15,0.2203,100,1437.8,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,293.15,0.0307,100,1445.3,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,293.15,0.0567,100,1443.9,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
iNCVl,293.15,0.0889,100,1442.1,Havlova and Dohnal (2021),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AADYJk,O,water,,,
