setid,"MolaLity of tetrabutylphosphonium tetrafluoroborate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kHCME,0.0129,298.15,100,776.75,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
kHCME,0.0194,298.15,100,776.9,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
kHCME,0.026,298.15,100,777.11,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
kHCME,0.0325,298.15,100,777.38,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
kHCME,0.0391,298.15,100,777.7,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
kHCME,0.0457,298.15,100,778.04,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
