setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UJVRP,293.15,0,101,986.5,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.1001,101,1027.9,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.2028,101,1056.2,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.303,101,1083.9,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.408,101,1107.1,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.4991,101,1127.4,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.6032,101,1146.2,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.7021,101,1163.2,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.7907,101,1177.3,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,0.9026,101,1190.4,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,293.15,1,101,1203.6,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,303.15,0,101,978.4,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UJVRP,303.15,0.1001,101,1020,Rao et al. (2016),Density,Liquid,AAUfPO,CNc1ccccc1,N-methylaniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
