setid,Solvent: Weight fraction of 2-methoxyethan-1-ol,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wNlCs,0,298.15,0.006,101,997.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.0069,101,997.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.00798,101,997.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.00856,101,997.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.00977,101,997.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.01069,101,997.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.01212,101,997.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.0129,101,997.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.01429,101,997.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.01494,101,997.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,298.15,0.01645,101,997.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0,101,994,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00102,101,994.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00198,101,994.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00317,101,994.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00399,101,994.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00479,101,994.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.006,101,994.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.0069,101,994.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00798,101,994.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00856,101,994.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.00977,101,994.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.01069,101,994.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.01212,101,994.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.0129,101,994.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.01429,101,994.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.01494,101,994.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,308.15,0.01645,101,994.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0,101,990.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00102,101,990.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00198,101,990.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00317,101,990.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00399,101,990.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00479,101,990.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.006,101,990.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.0069,101,990.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00798,101,990.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00856,101,990.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.00977,101,990.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.01069,101,990.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.01212,101,990.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.0129,101,990.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.01429,101,990.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.01494,101,991,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0,318.15,0.01645,101,991,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0,101,1002.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.0011,101,1001.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00203,101,1001.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00294,101,1001.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00401,101,1001.6,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00474,101,1001.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00601,101,1001.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.0075,101,1001.7,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00841,101,1001.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.00878,101,1001.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01,101,1001.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01101,101,1001.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.0125,101,1001.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01329,101,1001.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01436,101,1002,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01495,101,1002.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,288.15,0.01604,101,1002.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0,101,999.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.0011,101,998.9,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00203,101,999,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00294,101,999,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00401,101,999,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00474,101,999,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00601,101,999.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.0075,101,999.1,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00841,101,999.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.00878,101,999.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01,101,999.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01101,101,999.2,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.0125,101,999.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01329,101,999.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01436,101,999.3,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01495,101,999.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,298.15,0.01604,101,999.5,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0,101,995.8,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
wNlCs,0.1,308.15,0.0011,101,995.4,Kumar et al. (2016),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
