setid,"Temperature, K","Solvent: MolaLity of 5-amino-3H-1,2,4-dithiazole-3-thione, mol/kg","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pmHoh,308.15,0.01,0.016,100,1085.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.019,100,1086.25,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.022,100,1086.36,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.025,100,1086.49,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.028,100,1086.58,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.031,100,1086.65,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.01,0.034,100,1086.72,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.001,100,1088.44,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.004,100,1088.63,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.007,100,1088.94,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.01,100,1089.36,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.013,100,1089.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.016,100,1090.58,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.019,100,1090.99,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.022,100,1091.35,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.025,100,1091.53,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.028,100,1091.68,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.031,100,1091.74,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.05,0.034,100,1091.83,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.001,100,1091.72,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.004,100,1091.73,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.007,100,1091.76,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.01,100,1091.81,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.013,100,1091.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.016,100,1091.9,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.019,100,1091.95,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.022,100,1091.97,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.025,100,1091.99,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.028,100,1092.01,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.031,100,1092.02,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,308.15,0.1,0.034,100,1092.05,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.03,100,1081.3,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.032,100,1081.33,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.034,100,1081.39,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.036,100,1081.44,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.038,100,1081.48,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.04,100,1081.52,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.042,100,1081.56,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.044,100,1081.59,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.046,100,1081.62,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.048,100,1081.63,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.05,100,1081.65,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0,0.052,100,1081.66,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.001,100,1079.65,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.004,100,1079.78,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.007,100,1079.86,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.01,100,1080,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.013,100,1080.38,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.016,100,1080.54,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.019,100,1080.77,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.022,100,1080.98,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.025,100,1081.06,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.028,100,1081.09,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.031,100,1081.11,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.01,0.034,100,1081.13,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.001,100,1083.44,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.004,100,1083.61,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.007,100,1083.93,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.01,100,1084.3,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.013,100,1084.89,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.016,100,1085.46,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.019,100,1085.88,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.022,100,1086.23,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.025,100,1086.4,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.028,100,1086.5,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.031,100,1086.6,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.05,0.034,100,1086.61,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.001,100,1086.77,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.004,100,1086.77,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.007,100,1086.79,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.01,100,1086.84,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.013,100,1086.88,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.016,100,1086.93,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.019,100,1086.97,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.022,100,1087,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.025,100,1087.02,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.028,100,1087.04,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.031,100,1087.06,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
pmHoh,313.15,0.1,0.034,100,1087.08,Chauhan et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAcuEd,Nc1nc(=S)ss1,"5-amino-3H-1,2,4-dithiazole-3-thione"
