setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rGxBG,298.15,0.0609,101,1214.9,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.1108,101,1208.3,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.2066,101,1193.9,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.3083,101,1175.7,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.4004,101,1155.7,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.4998,101,1129.5,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.6034,101,1095,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.7034,101,1051.68,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.8452,101,961.67,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
rGxBG,298.15,0.9389,101,870.8,Gonzalez et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
