setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KDaVY,288.15,1,100,1044.51,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0,100,1056.33,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.1007,100,1058.5,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.1999,100,1058.21,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.2985,100,1057.22,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.3856,100,1056.08,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.4985,100,1053.84,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.6069,100,1051.19,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.6969,100,1049.02,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.7981,100,1046.47,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,0.8903,100,1044.23,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,293.15,1,100,1041.57,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0,100,1051.91,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.1007,100,1054.42,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.1999,100,1054.38,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.2985,100,1053.55,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.3856,100,1052.53,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.4985,100,1050.5,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.6069,100,1047.98,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.6969,100,1045.89,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.7981,100,1043.4,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,0.8903,100,1041.23,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,298.15,1,100,1038.62,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0,100,1047.5,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.1007,100,1050.37,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.1999,100,1050.56,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.2985,100,1049.9,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.3856,100,1049.02,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.4985,100,1047.14,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.6069,100,1044.77,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.6969,100,1042.77,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.7981,100,1040.35,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,0.8903,100,1038.24,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,303.15,1,100,1035.7,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0,100,1043.09,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.1007,100,1046.33,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.1999,100,1046.74,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.2985,100,1046.28,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.3856,100,1045.52,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.4985,100,1043.8,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.6069,100,1041.58,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.6969,100,1039.66,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.7981,100,1037.34,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,0.8903,100,1035.27,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,308.15,1,100,1032.78,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0,100,1038.68,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.1007,100,1042.28,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.1999,100,1042.96,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.2985,100,1042.68,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.3856,100,1042.05,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.4985,100,1040.46,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.6069,100,1038.38,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.6969,100,1036.56,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.7981,100,1034.31,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,0.8903,100,1032.33,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,313.15,1,100,1029.88,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0,100,1034.3,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.1007,100,1038.27,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.1999,100,1039.2,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.2985,100,1039.12,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.3856,100,1038.63,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.4985,100,1037.17,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.6069,100,1035.23,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.6969,100,1033.52,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.7981,100,1031.36,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,0.8903,100,1029.44,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,318.25,1,100,1027.06,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0,100,1029.89,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.1007,100,1034.24,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.1999,100,1035.42,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.2985,100,1035.55,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.3856,100,1035.2,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.4985,100,1033.88,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.6069,100,1032.06,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.6969,100,1030.44,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.7981,100,1028.37,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,0.8903,100,1026.51,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,323.15,1,100,1024.19,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0,100,1025.5,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.1007,100,1030.22,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.1999,100,1031.64,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.2985,100,1031.99,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.3856,100,1031.77,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.4985,100,1030.58,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.6069,100,1028.87,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.6969,100,1027.34,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.7981,100,1025.36,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,0.8903,100,1023.56,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
KDaVY,328.15,1,100,1021.31,Bai et al. (2016c),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAVxvI,CN1CCN(C)C1=O,"1,3-dimethyl-2-imidazolidinone",,,
