setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DmMLm,0,298.15,101.3,943.86,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.0482,298.15,101.3,991.01,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.1018,298.15,101.3,1039.43,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.1959,298.15,101.3,1106,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.2989,298.15,101.3,1163.9,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.3498,298.15,101.3,1188.6,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.3966,298.15,101.3,1210.9,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.4486,298.15,101.3,1230.7,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.4975,298.15,101.3,1246.3,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.5525,298.15,101.3,1264.2,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.5988,298.15,101.3,1278.1,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.6907,298.15,101.3,1302.9,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.8117,298.15,101.3,1330.7,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,0.9064,298.15,101.3,1350.2,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
DmMLm,1,298.15,101.3,1367.9,Wang et al. (2005),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
