setid,"MolaLity of 1-hexyl-3-methylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cKeVb,0,101,298.15,788.663,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
cKeVb,0.0652,101,298.15,796.708,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
cKeVb,0.08,101,298.15,798.467,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
cKeVb,0.1216,101,298.15,803.32,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
cKeVb,0.1391,101,298.15,805.34,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
cKeVb,0.1666,101,298.15,808.42,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABRkvt,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-hexyl-3-methylimidazolium gluconate,,,
