setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Nqhha,293.15,0,100,822.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.0824,100,856.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.1625,100,888.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.2317,100,914.8,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.3446,100,956.4,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.4317,100,986.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.5762,100,1034.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.6416,100,1055.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.7334,100,1083.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.8418,100,1115.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,0.9327,100,1140.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,293.15,1,100,1158.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0,100,815.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.0824,100,849.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.1625,100,881.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.2317,100,908.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.3446,100,950,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.4317,100,980.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.5762,100,1028.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.6416,100,1049.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.7334,100,1077.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.8418,100,1109.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,0.9327,100,1134.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,303.15,1,100,1152.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0,100,808,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.0824,100,842.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.1625,100,874.8,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.2317,100,901.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.3446,100,943.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.4317,100,974.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.5762,100,1022.8,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.6416,100,1043.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.7334,100,1071.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.8418,100,1103.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,0.9327,100,1128.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,313.15,1,100,1146.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0,100,800.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.0824,100,835.4,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.1625,100,867.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.2317,100,895,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.3446,100,937.4,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.4317,100,968.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.5762,100,1017.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.6416,100,1038.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.7334,100,1066.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.8418,100,1097.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,0.9327,100,1123.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
Nqhha,323.15,1,100,1141.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
