setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nMcBm,293.15,0,100,1058,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.0456,100,1089,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.1037,100,1122,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.2005,100,1170,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.3039,100,1210,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.3999,100,1235,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.5002,100,1251,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.6047,100,1266,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.701,100,1277,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.7974,100,1288,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.8922,100,1296,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,0.9596,100,1297,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,293.15,1,100,1298,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0,100,1047,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.0456,100,1078,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.1037,100,1113,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.2005,100,1161,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.3039,100,1202,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.3999,100,1227,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.5002,100,1243,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.6047,100,1258,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.701,100,1270,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.7974,100,1281,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.8922,100,1288,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
nMcBm,303.15,0.9596,100,1289,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,
