setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jeqPN,298.15,0,101,988.1,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.0281,101,1014,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.0583,101,1038.9,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.1263,101,1084.8,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.2065,101,1125.1,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.3025,101,1160.2,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.4196,101,1192.6,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.5655,101,1224.5,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.7522,101,1257.1,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,0.8668,101,1272.2,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,298.15,1,101,1286,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0,101,982.8,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.0281,101,1009.4,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.0583,101,1034.6,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.1263,101,1080.4,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.2065,101,1120.6,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.3025,101,1155.9,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.4196,101,1188.8,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.5655,101,1221.1,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.7522,101,1253.7,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
jeqPN,303.15,0.8668,101,1269,Bhanuprakash et al. (2016),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
