setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
deVyI,298.15,0,101,960.5,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.0531,101,1008.9,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.1062,101,1050.2,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.1999,101,1110.4,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.2935,101,1164.2,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.3958,101,1215.9,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.4452,101,1238.2,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.5036,101,1262.3,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.5752,101,1288.4,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
deVyI,298.15,0.6452,101,1310.5,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
