setid,Weight fraction of 1-methyl-3-octylimidazolium bromide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XaPsA,0.000984,288.15,101,999.23,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.000984,298.15,101,997.2,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.000984,308.15,101,994.1,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002004,288.15,101,999.3,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002004,298.15,101,997.3,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002004,308.15,101,994.42,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002988,288.15,101,999.4,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002988,298.15,101,997.4,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
XaPsA,0.002988,308.15,101,994.3,Mehrdad and Parvini (2017c),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
