setid,"MolaLity of 1-dodecyl-3-methylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fvmwK,0,101,298.15,788.663,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
fvmwK,0.0063,101,298.15,789.577,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
fvmwK,0.0084,101,298.15,789.882,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
fvmwK,0.0124,101,298.15,790.451,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
fvmwK,0.0144,101,298.15,790.739,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
fvmwK,0.0172,101,298.15,791.144,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABhtAK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-dodecyl-3-methylimidazolium gluconate,,,
