setid,Mole fraction of 1-hexyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xdwlF,0,293.2,100,1834,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0,298.2,100,1830,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0,303.2,100,1826,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0,308.2,100,1821,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0,313.2,100,1814,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0032,293.2,100,1825,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0032,298.2,100,1821,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0032,303.2,100,1817,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0032,308.2,100,1812,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0032,313.2,100,1806,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0095,293.2,100,1808,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0095,298.2,100,1804,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0095,303.2,100,1800,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0095,308.2,100,1795,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0095,313.2,100,1789,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0193,293.2,100,1783,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0193,298.2,100,1779,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0193,303.2,100,1774,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0193,308.2,100,1769,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0193,313.2,100,1763,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0333,293.2,100,1748,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0333,298.2,100,1744,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0333,303.2,100,1740,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0333,308.2,100,1735,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0333,313.2,100,1730,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0999,293.2,100,1616,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0999,298.2,100,1612,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0999,303.2,100,1608,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0999,308.2,100,1604,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.0999,313.2,100,1599,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.2004,293.2,100,1486.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.2004,298.2,100,1482.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.2004,303.2,100,1478.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.2004,308.2,100,1474.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.2004,313.2,100,1470.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.3,293.2,100,1410.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.3,298.2,100,1406.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.3,303.2,100,1402.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.3,308.2,100,1399,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.3,313.2,100,1395,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.4001,293.2,100,1363.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
xdwlF,0.4001,298.2,100,1359.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,,,
