setid,Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iYDIc,0.161,101,298.15,913.3,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.303,101,298.15,966.2,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.4431,101,298.15,1000.2,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.6151,101,298.15,1028.4,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.7337,101,298.15,1043.3,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.849,101,298.15,1055.6,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
iYDIc,0.9202,101,298.15,1062,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
