setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CeyYb,293.07,2500,0.6028,1113.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.09,1000,0.6028,1112.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.12,100,0.404,1109.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.12,500,0.6028,1111.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.13,500,0.404,1109.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,100,0.6028,1111.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,500,0.802,1103.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,1000,0.404,1109.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,2500,0.404,1110.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,5000,0,1104.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,5000,0.404,1111.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,10000,0.404,1112.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,10000,0.802,1106.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.14,25000,0.802,1111.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,100,0.802,1103,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,500,0,1103.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,1000,0.802,1104.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,2500,0,1103.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,2500,0.802,1104.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,5000,0.802,1105.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,15000,0.404,1114.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,15000,0.802,1108.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.15,20000,0.802,1109.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,500,0.2,1107,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,1000,0,1103.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,1000,0.2,1107.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,2500,0.2,1107.7,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,5000,0.6028,1113.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,10000,0.6028,1115,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,15000,0.6028,1116.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,20000,0,1109.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,20000,0.404,1116.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,20000,0.6028,1118.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.16,25000,0.404,1117.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,100,0,1103.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,10000,0,1105.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,15000,0,1107.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,25000,0,1111.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,25000,0,1111.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.17,25000,0.6028,1119.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.19,100,0.2,1106.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.2,5000,0.2,1108.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.2,15000,0.2,1112.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.21,10000,0.2,1110.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.21,25000,0.2,1115.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,293.22,20000,0.2,1113.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.8,100,0.2,1100.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.8,1000,0.2,1101.3,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.81,500,0.2,1101.1,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.82,2500,0.2,1101.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.83,5000,0.2,1102.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.83,10000,0.2,1104.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.84,15000,0.2,1106.4,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.84,20000,0.2,1108.2,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,302.85,25000,0.2,1109.9,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,303.14,100,0.404,1103.5,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,303.14,500,0.404,1103.6,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CeyYb,303.14,1000,0.404,1103.8,Stevanovic et al. (2012),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
