setid,Solvent: Mole fraction of acetonitrile,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
INnxZ,0.1,0.01032,293.15,101,983.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.01032,303.15,101,979.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.01032,313.15,101,974.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.01938,293.15,101,984.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.01938,303.15,101,979.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.01938,313.15,101,974.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.02587,293.15,101,984.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.02587,303.15,101,980.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.02587,313.15,101,974.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03238,293.15,101,985,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03238,303.15,101,980.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03238,313.15,101,975.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03891,293.15,101,985.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03891,303.15,101,980.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.03891,313.15,101,975.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.04545,293.15,101,985.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.04545,303.15,101,981.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.04545,313.15,101,975.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05201,293.15,101,986,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05201,303.15,101,981.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05201,313.15,101,976.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05858,293.15,101,986.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05858,303.15,101,981.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.05858,313.15,101,976.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.06505,293.15,101,986.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.06505,303.15,101,982.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.1,0.06505,313.15,101,976.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.00876,293.15,101,964.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.00876,303.15,101,958.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.00876,313.15,101,952.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.01641,293.15,101,965.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.01641,303.15,101,959.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.01641,313.15,101,952.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02187,293.15,101,965.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02187,303.15,101,959.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02187,313.15,101,953.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02733,293.15,101,966,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02733,303.15,101,959.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.02733,313.15,101,953.5,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03278,293.15,101,966.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03278,303.15,101,960.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03278,313.15,101,953.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03823,293.15,101,966.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03823,303.15,101,960.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.03823,313.15,101,954.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04368,293.15,101,966.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04368,303.15,101,960.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04368,313.15,101,954.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04913,293.15,101,967.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04913,303.15,101,961.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.04913,313.15,101,954.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.05457,293.15,101,967.5,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.05457,303.15,101,961.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.2,0.05457,313.15,101,954.9,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.00877,293.15,101,919.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.00877,303.15,101,911.5,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.00877,313.15,101,903.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.01646,293.15,101,919.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.01646,303.15,101,912.1,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.01646,313.15,101,904,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02197,293.15,101,920.2,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02197,303.15,101,912.4,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02197,313.15,101,904.3,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02748,293.15,101,920.5,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02748,303.15,101,912.8,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.02748,313.15,101,904.6,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.03301,293.15,101,920.7,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
INnxZ,0.4,0.03301,303.15,101,913,Nandi and Ramjugernath (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
