setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rYgPI,293.15,0,101,1164,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,293.15,0.2498,101,1140,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,293.15,0.5001,101,1118,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,293.15,0.7501,101,1101,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,293.15,1,101,1085,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,298.15,0,101,1161,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,298.15,0.2498,101,1137,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,298.15,0.5001,101,1115,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,298.15,0.7501,101,1098,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,298.15,1,101,1081,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,303.15,0,101,1158,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,303.15,0.2498,101,1134,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,303.15,0.5001,101,1112,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,303.15,0.7501,101,1094,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,303.15,1,101,1078,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
rYgPI,308.15,0,101,1155,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,
