setid,"Temperature, K","Pressure, kPa",Mole fraction of tetrabutylammonium hydrogen sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OWjdt,293.15,86,0.5,1121.75,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,298.15,86,0.5,1119.13,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,303.15,86,0.5,1116.08,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,308.15,86,0.5,1112.96,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,313.15,86,0.5,1109.84,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,318.15,86,0.5,1106.72,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,323.15,86,0.5,1103.59,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,328.15,86,0.5,1100.44,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
OWjdt,333.15,86,0.5,1097.29,Omar and Sadeghi (2020b),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
