setid,Weight fraction of ethyl acetate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bQuRN,0.01,101,313,1463,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.019,101,313,1429,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.025,101,313,1410,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.025,101,313,1411,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.027,101,313,1393,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.037,101,313,1365,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.038,101,313,1358,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.048,101,313,1328,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.048,101,313,1329,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.061,101,313,1295,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.063,101,313,1293,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.063,101,313,1294,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.087,101,313,1244,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.09,101,313,1240,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.125,101,313,1186,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.126,101,313,1187,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.171,101,313,1128,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.224,101,313,1079.7,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
bQuRN,0.282,101,313,1036.3,Naydenov and Bart (2007),Density,Liquid mixture 2,Liquid mixture 1,,19,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
