setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RIXsS,288.15,0.0374,87.1,810.4,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.0648,87.1,812.3,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.1028,87.1,814.9,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.1616,87.1,818.8,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.2054,87.1,821.6,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.2583,87.1,824.9,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.3139,87.1,828.4,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,288.15,0.3975,87.1,833.5,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.0374,87.1,802.3,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.0648,87.1,804.2,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.1028,87.1,806.8,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.1616,87.1,810.8,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.2054,87.1,813.7,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.2583,87.1,817.2,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.3139,87.1,820.6,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,298.15,0.3975,87.1,825.8,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,308.15,0.0374,87.1,794.1,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,308.15,0.0648,87.1,796.1,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
RIXsS,308.15,0.1028,87.1,798.8,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
