setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xcxOo,298.15,10000,0.1039,941.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.1995,1034.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.3004,1112.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.4031,1176.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.4981,1225.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.5989,1268.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.688,1301.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.7988,1336.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.8986,1364.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,0.9412,1374.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,10000,1,1386.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0,811,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.0522,883.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.1039,944.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.1995,1037.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.3004,1115.5,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.4031,1179.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.4981,1228.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.5989,1271.5,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.688,1304,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.7988,1339.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.8986,1366.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,0.9412,1377.5,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,15000,1,1388.9,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0,814.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.0522,887,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.1039,948,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.1995,1040.9,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.3004,1118.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.4031,1182.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.4981,1231.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.5989,1274.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.688,1307.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.7988,1342.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.8986,1369.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,0.9412,1380.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,20000,1,1391.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0,817.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.0522,890.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.1039,951.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.1995,1044.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.3004,1121.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.4031,1185.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.4981,1234.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.5989,1277.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.688,1310.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.7988,1345.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.8986,1372.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,0.9412,1383.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,25000,1,1394.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0,820.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.0522,893.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.1039,954.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.1995,1047.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.3004,1124.9,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.4031,1188.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.4981,1237.3,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.5989,1280.5,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.688,1312.9,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.7988,1348,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.8986,1375.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,0.9412,1386,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,30000,1,1397.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0,823.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.0522,896,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.1039,957.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.1995,1050.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.3004,1127.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.4031,1191.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.4981,1240.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.5989,1283.2,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.688,1315.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
xcxOo,298.15,35000,0.7988,1350.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
