setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FgPwP,293.15,0,100,818.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.0811,100,856.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.1741,100,897.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.2418,100,925.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.3587,100,970.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.4426,100,1000.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.5532,100,1036.8,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.6538,100,1067.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.7414,100,1092.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.8519,100,1122.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,0.9367,100,1143.4,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,293.15,1,100,1158.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,303.15,0,100,811.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,303.15,0.0811,100,850.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
FgPwP,303.15,0.1741,100,891.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
