setid,Mole fraction of acetonitrile,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BJJeV,0.502,101,298.15,1021.2,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.5483,101,298.15,1011.6,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.6038,101,298.15,998.1,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.7021,101,298.15,968.2,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.8012,101,298.15,927.7,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.9002,101,298.15,869.7,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.9499,101,298.15,829.1,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,0.975,101,298.15,804.9,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
BJJeV,1,101,298.15,776.7,Yang et al. (2013b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
