setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eILSX,303.15,0.0078,101,1113.7,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,303.15,0.00997,101,1114.7,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,303.15,0.01101,101,1115.2,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,303.15,0.01298,101,1116.1,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,303.15,0.01549,101,1117.5,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,308.15,0.0078,101,1110.4,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,308.15,0.00997,101,1111.5,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,308.15,0.01101,101,1111.9,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,308.15,0.01298,101,1113,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,308.15,0.01549,101,1114.2,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,313.15,0.0078,101,1107,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,313.15,0.00997,101,1108,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,313.15,0.01101,101,1108.5,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,313.15,0.01298,101,1109.5,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,313.15,0.01549,101,1110.9,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,318.15,0.0078,101,1104,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,318.15,0.00997,101,1105,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,318.15,0.01101,101,1105.4,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,318.15,0.01298,101,1106.3,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,318.15,0.01549,101,1107.7,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,323.15,0.0078,101,1100.9,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,323.15,0.00997,101,1101.9,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,323.15,0.01101,101,1102.4,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,323.15,0.01298,101,1103.2,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
eILSX,323.15,0.01549,101,1104.6,Tong et al. (2011b),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
