setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uuRKf,298.15,0,101,1245.38,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.0228,101,1245.78,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.0496,101,1244.67,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.0772,101,1242.54,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.1079,101,1239.35,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.1421,101,1236.34,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.174,101,1233.02,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.2155,101,1228.88,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.2588,101,1224.9,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
uuRKf,298.15,0.3087,101,1220.3,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
