setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JXWaF,293.15,0.0319,101.3,805.12,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.0608,101.3,817.26,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.0999,101.3,831.76,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.1977,101.3,860.95,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.2965,101.3,883.07,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.4008,101.3,901.46,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.5005,101.3,915.65,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.6454,101.3,932.09,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.8019,101.3,945.97,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,293.15,0.9009,101.3,953.34,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.0319,101.3,800.93,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.0608,101.3,813.17,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.0999,101.3,827.77,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.1977,101.3,857.19,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.2965,101.3,879.43,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.4008,101.3,897.94,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.5005,101.3,912.21,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.6454,101.3,928.75,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.8019,101.3,942.74,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,298.15,0.9009,101.3,950.15,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.0319,101.3,796.71,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.0608,101.3,809.04,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.0999,101.3,823.74,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.1977,101.3,853.35,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.2965,101.3,875.76,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.4008,101.3,894.4,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.5005,101.3,908.76,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.6454,101.3,925.39,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.8019,101.3,939.48,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,303.15,0.9009,101.3,946.94,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.0319,101.3,792.46,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.0608,101.3,804.88,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.0999,101.3,819.69,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.1977,101.3,849.49,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.2965,101.3,872.09,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.4008,101.3,890.81,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.5005,101.3,905.3,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.6454,101.3,922.03,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.8019,101.3,936.22,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,308.15,0.9009,101.3,943.74,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,313.15,0.0319,101.3,788.16,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,313.15,0.0608,101.3,800.68,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
JXWaF,313.15,0.0999,101.3,815.6,Xu et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
