setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wMIvn,298.15,100,0.68,957,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,303.15,100,0.68,953.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,308.15,100,0.68,950.3,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,313.15,100,0.68,946.9,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,318.15,100,0.68,943.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,323.15,100,0.68,940.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,328.15,100,0.68,936.9,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,333.15,100,0.68,933.5,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,338.15,100,0.68,930.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,343.15,100,0.68,926.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,348.15,100,0.68,923.5,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,353.15,100,0.68,920.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,358.15,100,0.68,916.7,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
wMIvn,363.15,100,0.68,913.4,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACEVSf,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetradecyltrihexylphosphonium bromide,,,
