setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fiGMC,293.15,0,101,887.41,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.1037,101,1065.02,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.2024,101,1178.77,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.3255,101,1278.55,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.3841,101,1315.59,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.4425,101,1347.51,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.5469,101,1395.4,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.6863,101,1444.8,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.7697,101,1469.16,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
fiGMC,293.15,0.9177,101,1505.22,Geppert-Rybczynska et al. (2010a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
