setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VFcfR,0,298.15,101,1474.44,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.099,298.15,101,1463.12,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.2012,298.15,101,1449.69,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.2973,298.15,101,1434.29,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.4068,298.15,101,1411.9,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.5067,298.15,101,1385.1,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.601,298.15,101,1351.31,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.6936,298.15,101,1305.17,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.7948,298.15,101,1228.8,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.9009,298.15,101,1085.51,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,0.9499,298.15,101,972.1,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
VFcfR,1,298.15,101,786.59,Gomez et al. (2012),Density,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
