setid,"Temperature, K",Mole fraction of 1-butyl-2-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eWsnj,298.15,0,101,1133.24,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.4073,101,1176.68,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.4992,101,1182.53,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.5927,101,1187.57,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.6915,101,1191.93,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.7952,101,1195.74,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,0.8941,101,1198.75,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,298.15,1,101,1201.67,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,318.15,0.2987,101,1151.14,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,318.15,0.3932,101,1159.43,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,318.15,0.4827,101,1165.81,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,318.15,0.8396,101,1183.14,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
eWsnj,318.15,0.8898,101,1184.66,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
