setid,Mole ratio to solvent: tetrapropylammonium bromide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Zladn,0.25,293.3,101,1218,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,303.3,101,1211,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,313.1,101,1205,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,323.3,101,1198,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,333.2,101,1191,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,343.4,101,1184,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.25,353.2,101,1178,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,293,101,1208,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,303.4,101,1201,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,313.4,101,1195,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,323.3,101,1188,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,333,101,1181,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,343.2,101,1175,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.3333,353.3,101,1168,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,293,101,1194,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,303.4,101,1187,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,313.4,101,1181,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,323.4,101,1174,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,333.2,101,1167,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,343.4,101,1161,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
Zladn,0.5,353.3,101,1154,Jibril et al. (2014),Density,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
