setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZxeJg,293.15,0.0646,101.3,807.07,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.1004,101.3,808.7,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.154,101.3,811.09,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.2041,101.3,813.27,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.2521,101.3,815.21,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.5071,101.3,825.41,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,0.7606,101.3,834.72,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,1.0122,101.3,843.22,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,1.2626,101.3,851.11,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
ZxeJg,293.15,1.5124,101.3,858.43,Calvar et al. (2012c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
