setid,"Temperature, K","MolaLity of benzyldimethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WOnVs,298.15,0.29998,101.3,1002.52,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.35221,101.3,1003.41,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.58281,101.3,1007.2,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.60256,101.3,1007.54,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.01758,101.3,996.008,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.04981,101.3,996.632,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.11865,101.3,997.859,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.19865,101.3,999.23,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.29998,101.3,1000.95,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.35221,101.3,1001.81,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.58281,101.3,1005.46,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,303.15,0.60256,101.3,1005.79,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.01758,101.3,994.383,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.04981,101.3,994.986,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.11865,101.3,996.19,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.19865,101.3,997.521,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.29998,101.3,999.188,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.35221,101.3,1000.02,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.58281,101.3,1003.54,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,308.15,0.60256,101.3,1003.85,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.01758,101.3,992.557,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.04981,101.3,993.152,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.11865,101.3,994.323,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.19865,101.3,995.616,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.29998,101.3,997.236,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.35221,101.3,998.04,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.58281,101.3,1001.44,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,313.15,0.60256,101.3,1001.74,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.01758,101.3,990.551,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.04981,101.3,991.101,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.11865,101.3,992.275,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.19865,101.3,993.535,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.29998,101.3,995.107,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.35221,101.3,995.887,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.58281,101.3,999.184,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,318.15,0.60256,101.3,999.473,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
