setid,"Temperature, K","MolaLity of benzyldimethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WOnVs,293.15,0.01758,101.3,998.575,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.04981,101.3,999.232,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.11865,101.3,1000.54,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.19865,101.3,1002,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.29998,101.3,1003.86,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.35221,101.3,1004.78,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.58281,101.3,1008.74,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,293.15,0.60256,101.3,1009.09,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.01758,101.3,997.41,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.04981,101.3,998.052,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.11865,101.3,999.317,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
WOnVs,298.15,0.19865,101.3,1000.73,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
