setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CGoBY,0,298.15,101.3,799.65,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.0513,298.15,101.3,872.33,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.0973,298.15,101.3,925.05,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.1996,298.15,101.3,1024,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.2977,298.15,101.3,1098.2,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.3483,298.15,101.3,1131.7,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.4012,298.15,101.3,1161.3,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.4494,298.15,101.3,1186.1,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.4998,298.15,101.3,1210.2,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.5515,298.15,101.3,1232.6,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.5976,298.15,101.3,1250.8,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.6984,298.15,101.3,1286.5,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.7993,298.15,101.3,1317.5,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,0.9005,298.15,101.3,1343.9,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
CGoBY,1,298.15,101.3,1367.9,Wang et al. (2005),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
