setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EWlGj,293.15,0,101.3,1038,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.1362,101.3,1037.3,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.22,101.3,1036.5,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.3297,101.3,1035.3,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.4198,101.3,1034.2,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.5254,101.3,1032.7,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.6313,101.3,1030.9,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.7156,101.3,1029,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,0.8096,101.3,1026,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
EWlGj,293.15,1,101.3,997.6,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAuLqL,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,1-butyl-4-methylpyridinium tricyanomethanide,,,
