setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HannS,0,298.15,101.325,1318.2,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.0523,298.15,101.325,1309.1,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.0985,298.15,101.325,1303.9,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.1981,298.15,101.325,1288.3,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.3042,298.15,101.325,1272.4,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.3529,298.15,101.325,1265.2,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.4042,298.15,101.325,1258.2,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.4548,298.15,101.325,1251,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.5493,298.15,101.325,1240.5,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.6015,298.15,101.325,1235.5,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.7146,298.15,101.325,1226.6,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.801,298.15,101.325,1221.3,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,0.9007,298.15,101.325,1215.7,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
HannS,1,298.15,101.325,1211,Wang et al. (2003),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
