setid,Mole fraction of choline bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GxfEZ,0.1256,318.15,100,1177.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,323.15,100,1173,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,328.15,100,1168.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,333.15,100,1164.5,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,338.15,100,1160.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,343.15,100,1155.9,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,348.15,100,1151.6,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.1256,353.15,100,1147.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,313.15,100,1269.6,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,318.15,100,1265.2,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,323.15,100,1260.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,328.15,100,1256.4,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,333.15,100,1252,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,338.15,100,1247.6,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,343.15,100,1243.1,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,348.15,100,1238.7,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.2332,353.15,100,1234.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,313.15,100,1367,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,318.15,100,1362,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,323.15,100,1357,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,328.15,100,1353,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,333.15,100,1348.4,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,338.15,100,1343.9,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,343.15,100,1339.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,348.15,100,1334.8,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.4133,353.15,100,1330.3,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,313.15,100,1407,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,318.15,100,1403,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,323.15,100,1398,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,328.15,100,1394,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,333.15,100,1389,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,338.15,100,1384,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,343.15,100,1380,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,348.15,100,1375,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.5214,353.15,100,1371,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,313.15,100,1436,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,318.15,100,1432,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,323.15,100,1427,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,328.15,100,1422,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,333.15,100,1418,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,338.15,100,1413,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,343.15,100,1409,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,348.15,100,1404,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.6166,353.15,100,1400,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,313.15,100,1476,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,318.15,100,1471,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,323.15,100,1467,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,328.15,100,1462,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,333.15,100,1457,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,338.15,100,1453,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,343.15,100,1448,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,348.15,100,1444,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,0.7811,353.15,100,1439,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,313.15,100,1514,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,318.15,100,1510,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,323.15,100,1505,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,328.15,100,1501,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,333.15,100,1496,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,338.15,100,1492,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,343.15,100,1487,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,348.15,100,1482,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
GxfEZ,1,353.15,100,1478,Domanska et al. (2014e),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
