setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UaqFc,298.15,0.2,101,1083.8,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.3,101,1092.7,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.4,101,1099.2,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.5,101,1104.1,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.6,101,1106.1,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.7,101,1109.3,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,298.15,0.8,101,1113.1,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.2,101,1080.2,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.3,101,1089.3,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.4,101,1095.9,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.5,101,1100.9,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.6,101,1102.9,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.7,101,1106.1,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,303.15,0.8,101,1110,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
UaqFc,308.15,0.2,101,1076.5,Anantharaj and Banerjee (2011),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
