setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
igrrs,0,298.15,99.7,997.05,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.15,298.15,99.7,1004.39,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.3,298.15,99.7,1011.43,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.45,298.15,99.7,1018.2,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.6,298.15,99.7,1024.73,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.7,298.15,99.7,1028.96,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
igrrs,0.8,298.15,99.7,1033.08,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
