setid,"Temperature, K","MolaLity of 1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sUjaS,293.15,0.3988,100,1065.6,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,293.15,0.4493,100,1071.56,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,293.15,0.4933,100,1076.65,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0,100,1006.66,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.0297,100,1011.03,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.0391,100,1012.5,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.0491,100,1014.01,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.0798,100,1018.61,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.1185,100,1024.28,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.1972,100,1035.28,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.25,100,1042.33,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.2998,100,1048.79,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.3494,100,1055.01,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.3988,100,1061.01,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.4493,100,1066.93,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,298.15,0.4933,100,1072.03,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0,100,1002.02,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.0297,100,1006.4,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.0391,100,1007.87,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.0491,100,1009.39,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.0798,100,1013.99,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.1185,100,1019.66,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.1972,100,1030.66,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.25,100,1037.71,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.2998,100,1044.17,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.3494,100,1050.4,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.3988,100,1056.39,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.4493,100,1062.31,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,303.15,0.4933,100,1067.41,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0,100,997.38,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.0297,100,1001.78,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.0391,100,1003.24,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.0491,100,1004.76,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.0798,100,1009.37,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.1185,100,1015.04,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.1972,100,1026.04,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.25,100,1033.09,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.2998,100,1039.56,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.3494,100,1045.78,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.3988,100,1051.77,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.4493,100,1057.7,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,308.15,0.4933,100,1062.79,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0,100,992.75,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.0297,100,997.16,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.0391,100,998.62,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.0491,100,1000.14,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.0798,100,1004.75,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.1185,100,1010.42,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.1972,100,1021.43,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.25,100,1028.48,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.2998,100,1034.95,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.3494,100,1041.17,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.3988,100,1047.16,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.4493,100,1053.08,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,313.15,0.4933,100,1058.18,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0,100,988.12,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.0297,100,992.53,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
sUjaS,318.15,0.0391,100,994,Liu et al. (2021b),Density,Liquid,ABflcH,COCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-(2-methoxyethyl)-2,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
