setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MagTR,293.15,0,101,900.573,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.09053,101,985.573,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.17512,101,1047.27,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.27483,101,1103.27,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.36383,101,1142.32,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.47473,101,1181.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.59594,101,1215.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.69876,101,1239.4,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.77818,101,1254.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.87843,101,1272.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,0.9562,101,1285.2,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,293.15,1,101,1291.4,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0,101,894.473,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.09053,101,980.708,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.17512,101,1042.71,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.27483,101,1098.95,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.36383,101,1138.08,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.47473,101,1177.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.59594,101,1211.7,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.69876,101,1235.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.77818,101,1251.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.87843,101,1269.1,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,0.9562,101,1281.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,298.15,1,101,1287.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0,101,888.347,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.09053,101,975.56,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.17512,101,1037.99,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.27483,101,1094.55,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.36383,101,1133.41,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.47473,101,1173,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.59594,101,1207.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.69876,101,1231.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.77818,101,1247.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.87843,101,1265.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,0.9562,101,1277.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,303.15,1,101,1283.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0,101,882.172,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.09053,101,970.46,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.17512,101,1033.19,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.27483,101,1089.85,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.36383,101,1128.89,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.47473,101,1168.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.59594,101,1203.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.69876,101,1227.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.77818,101,1244,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.87843,101,1261.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,0.9562,101,1273.7,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,308.15,1,101,1279.4,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0,101,875.951,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.09053,101,964.46,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.17512,101,1027.59,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.27483,101,1084.79,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.36383,101,1124.28,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.47473,101,1164.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.59594,101,1199.7,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.69876,101,1224.2,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.77818,101,1240.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.87843,101,1258.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,0.9562,101,1270.3,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,313.15,1,101,1275.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0,101,869.681,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.09053,101,960.532,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.17512,101,1023.8,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.27483,101,1080.46,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.36383,101,1119.61,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.47473,101,1160.2,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.59594,101,1195.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.69876,101,1220.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.77818,101,1236.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.87843,101,1254.5,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,0.9562,101,1266,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,318.15,1,101,1271.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0,101,863.358,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.09053,101,955.246,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.17512,101,1018.76,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.27483,101,1075.54,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.36383,101,1114.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.47473,101,1155.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.59594,101,1191.9,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.69876,101,1217.1,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.77818,101,1233.7,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.87843,101,1251.2,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,0.9562,101,1262.2,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MagTR,323.15,1,101,1267.6,Malek et al. (2014b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
