setid,"Temperature, K",Weight fraction of 1-methyl-3-propylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yTsxn,293.15,0.0159,101,1103.91,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0203,101,1104.88,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0252,101,1105.98,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0297,101,1106.98,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0356,101,1108.3,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0423,101,1109.78,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0502,101,1111.55,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,0.0599,101,1113.69,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,293.15,1,101,1319.8,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0,101,1095.28,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0077,101,1097.05,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0102,101,1097.6,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.012,101,1098.04,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0159,101,1098.91,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0203,101,1099.89,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0252,101,1100.99,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0297,101,1102,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0356,101,1103.33,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0423,101,1104.82,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0502,101,1106.6,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,0.0599,101,1108.76,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,298.15,1,101,1316.2,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0,101,1090.25,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0077,101,1092.04,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0102,101,1092.6,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.012,101,1093.03,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0159,101,1093.92,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0203,101,1094.91,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0252,101,1096.02,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0297,101,1097.03,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0356,101,1098.37,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0423,101,1099.87,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0502,101,1101.67,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,0.0599,101,1103.84,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,303.15,1,101,1312.6,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0,101,1085.23,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0077,101,1087.03,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0102,101,1087.6,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.012,101,1088.03,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0159,101,1088.93,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0203,101,1089.93,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0252,101,1091.04,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0297,101,1092.07,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0356,101,1093.42,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0423,101,1094.93,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0502,101,1096.73,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,0.0599,101,1098.93,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
yTsxn,308.15,1,101,1309,Sadeghi et al. (2009a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
