setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AmjQW,298.15,0.2,101,1045.2,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.3,101,1060.1,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.4,101,1072.6,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.5,101,1082.3,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.6,101,1092.8,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.7,101,1096.5,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,298.15,0.8,101,1102.1,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,303.15,0.2,101,1041.2,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,303.15,0.3,101,1056.3,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,303.15,0.4,101,1069.1,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
AmjQW,303.15,0.5,101,1078.8,Anantharaj and Banerjee (2011),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
