setid,"MolaRity of tetrabutylphosphonium tetrafluoroborate, mol/dm3","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IzEbA,0.0046,298.15,101,1096.05,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
IzEbA,0.0184,298.15,101,1096.4,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
IzEbA,0.0323,298.15,101,1097.02,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
IzEbA,0.0463,298.15,101,1097.84,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
IzEbA,0.0604,298.15,101,1098.83,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
IzEbA,0.0746,298.15,101,1099.98,Roy et al. (2013a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
