setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yXPap,293.15,0.1002,101,1088.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.1103,101,1086.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.1974,101,1074.1,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.3013,101,1064.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.3998,101,1058,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.5023,101,1053.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.6001,101,1049.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.6833,101,1047.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,0.8474,101,1042.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,293.15,1,101,1037.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0,101,1105.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.003,101,1105.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0061,101,1104,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0124,101,1102.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0188,101,1100.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0239,101,1099.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0358,101,1096.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0468,101,1093.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.069,101,1088.4,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.0848,101,1085.1,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.1002,101,1082.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.1103,101,1080.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.1974,101,1067.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.3013,101,1058.1,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.3998,101,1052,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.5023,101,1047.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.6001,101,1044.1,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.6833,101,1042,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,0.8474,101,1038.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,303.15,1,101,1033.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0,101,1098.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.003,101,1098.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0061,101,1097,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0124,101,1095.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0188,101,1093.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0239,101,1092.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0358,101,1089.4,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0468,101,1086.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.069,101,1081.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.0848,101,1078.4,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.1002,101,1075.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.1103,101,1073.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.1974,101,1061.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.3013,101,1051.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.3998,101,1045.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.5023,101,1041.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.6001,101,1038.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.6833,101,1036.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,0.8474,101,1032.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,313.15,1,101,1029.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0,101,1091.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.003,101,1091.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0061,101,1090,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0124,101,1088.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0188,101,1086.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0239,101,1085.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0358,101,1082.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0468,101,1079.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.069,101,1074.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.0848,101,1071.6,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.1002,101,1068.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.1103,101,1066.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.1974,101,1054.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.3013,101,1045.7,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.3998,101,1039.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.5023,101,1035.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.6001,101,1032.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.6833,101,1030.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,0.8474,101,1027.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,323.15,1,101,1024.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0,101,1084.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.003,101,1084,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0061,101,1082.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0124,101,1081.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0188,101,1079.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0239,101,1078.4,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0358,101,1075.5,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0468,101,1072.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.069,101,1067.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.0848,101,1064.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.1002,101,1061.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.1103,101,1060.1,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.1974,101,1048.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.3013,101,1038.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.3998,101,1033.9,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.5023,101,1030,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.6001,101,1027.2,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.6833,101,1025.3,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,0.8474,101,1021.8,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
yXPap,333.15,1,101,1019,Kermanpour et al. (2017),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
