setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HjbMY,293.15,0,100,1243.6,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.1282,100,1224.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.2454,100,1204,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.3506,100,1181.4,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.469,100,1149.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.5728,100,1114.8,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.6564,100,1079.6,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.7574,100,1025.2,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.8422,100,964.6,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
HjbMY,293.15,0.9231,100,887.2,Warminska and Cichowska-Kopczynska (2022),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
