setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CHTYa,298.15,0,101,786.79,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.0502,101,877.25,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.1007,101,940.58,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.1492,101,987.08,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.1997,101,1024.61,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.251,101,1054.88,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.3006,101,1078.58,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.3455,101,1096.69,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.404,101,1116.65,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.4964,101,1141.61,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.6007,101,1163.06,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.6991,101,1179.53,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.7472,101,1186.31,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.7964,101,1192.8,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.837,101,1197.49,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.9025,101,1204.71,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,0.9451,101,1208.95,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,298.15,1,101,1214.1,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0,101,767.75,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.0484,101,856.81,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.0978,101,920.78,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.1469,101,968.46,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.1983,101,1007.72,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.2993,101,1062.78,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.3931,101,1098.49,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.492,101,1125.69,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.5914,101,1147.06,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.6871,101,1163.38,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.7755,101,1176.13,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.8541,101,1185.6,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,0.8931,101,1189.87,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
CHTYa,318.15,1,101,1200.23,Vreekamp et al. (2011),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
